order_id,order_date,customer_id,product_name,category,price_per_kg,quantity_kg,total_price,payment_method,city,delivery_status
1510,2024-04-19,2839,Cashews,Nuts,442.23,2.28,1008.28,GCash,Laguna,Pending
1511,2024-01-16,2126,Raisins,Nuts,678.26,3.72,2523.13,GCash,Manila,Pending
1512,2024-01-14,2105,Pistachios,Dried Fruits,345.2,1.77,611.0,GCash,Batangas,Cancelled
1513,2024-03-16,2603,Raisins,Nuts,910.11,2.14,1947.64,Cash on Delivery,Cavite,Cancelled
1514,2024-04-24,2798,Pistachios,Nuts,866.85,1.36,1178.92,Credit Card,Quezon City,Delivered
1515,2024-03-27,2377,Dried Mango,Dried Fruits,411.11,2.06,846.89,Cash on Delivery,Manila,Cancelled
1516,2024-01-15,2904,Walnuts,Nuts,1063.4,2.96,3147.66,GCash,Cavite,Pending
1517,2024-04-01,2050,Dried Mango,Nuts,601.31,4.96,2982.5,GCash,Manila,Delivered
1518,2024-04-07,2028,Dried Mango,Dried Fruits,492.52,3.49,1718.89,Cash on Delivery,Quezon City,Pending
1519,2024-03-06,2461,Walnuts,Dried Fruits,352.33,1.4,493.26,GCash,Cavite,Delivered
1520,2024-02-01,2295,Raisins,Dried Fruits,466.17,0.7,326.32,GCash,Quezon City,Pending
1521,2024-03-27,2296,Dried Apricot,Dried Fruits,222.03,1.07,237.57,Cash on Delivery,Laguna,Cancelled
1522,2024-03-03,2725,Raisins,Dried Fruits,783.26,3.03,2373.28,Cash on Delivery,Quezon City,Pending
1523,2024-03-26,2778,Pistachios,Dried Fruits,1042.23,3.94,4106.39,Cash on Delivery,Laguna,Delivered
1524,2024-02-20,2406,Cashews,Dried Fruits,748.98,4.73,3542.68,GCash,Cavite,Pending
1525,2024-01-25,2768,Pistachios,Nuts,419.27,0.57,238.98,GCash,Laguna,Delivered
1526,2024-02-27,2813,Cashews,Dried Fruits,233.67,2.85,665.96,Credit Card,Cavite,Pending
1527,2024-03-03,2612,Dried Mango,Dried Fruits,414.63,2.62,1086.33,Credit Card,Cavite,Cancelled
1528,2024-03-02,2404,Walnuts,Dried Fruits,616.12,3.45,2125.61,Cash on Delivery,Batangas,Cancelled
1529,2024-01-22,2345,Dried Mango,Nuts,959.61,3.02,2898.02,Credit Card,Cavite,Pending
1530,2024-02-27,2621,Almonds,Nuts,387.84,3.59,1392.35,GCash,Laguna,Pending
1531,2024-02-27,2419,Raisins,Dried Fruits,919.79,3.46,3182.47,Credit Card,Batangas,Pending
1532,2024-03-26,2181,Cashews,Dried Fruits,1066.93,1.03,1098.94,GCash,Batangas,Delivered
1533,2024-02-18,2982,Pistachios,Dried Fruits,653.95,4.1,2681.2,Cash on Delivery,Cavite,Pending
1534,2024-02-21,2824,Walnuts,Nuts,1021.43,1.05,1072.5,Cash on Delivery,Quezon City,Pending
1535,2024-02-11,2000,Cashews,Nuts,754.66,3.64,2746.96,GCash,Quezon City,Delivered
1536,2024-03-10,2830,Pistachios,Dried Fruits,837.09,2.37,1983.9,Credit Card,Batangas,Cancelled
1537,2024-01-15,2949,Raisins,Nuts,726.28,2.81,2040.85,Cash on Delivery,Cavite,Pending
1538,2024-02-23,2566,Dried Mango,Dried Fruits,663.17,4.56,3024.06,Cash on Delivery,Quezon City,Pending
1539,2024-04-16,2370,Raisins,Nuts,434.65,4.5,1955.92,Credit Card,Cavite,Cancelled
1540,2024-02-29,2935,Dates,Nuts,503.19,4.18,2103.33,Credit Card,Cavite,Cancelled
1541,2024-04-10,2910,Almonds,Dried Fruits,489.97,2.8,1371.92,GCash,Batangas,Delivered
1542,2024-04-06,2660,Dates,Dried Fruits,763.29,3.81,2908.13,Credit Card,Batangas,Pending
1543,2024-01-08,2430,Walnuts,Dried Fruits,319.95,2.81,899.06,Credit Card,Manila,Pending
1544,2024-02-22,2968,Cashews,Dried Fruits,1116.79,4.41,4925.04,Credit Card,Quezon City,Delivered
1545,2024-02-29,2308,Walnuts,Nuts,920.66,2.31,2126.72,GCash,Quezon City,Cancelled
1546,2024-04-17,2136,Dried Mango,Nuts,601.45,4.87,2929.06,GCash,Quezon City,Delivered
1547,2024-04-17,2201,Pistachios,Nuts,358.62,4.7,1685.51,Cash on Delivery,Laguna,Cancelled
1548,2024-01-05,2435,Raisins,Dried Fruits,1081.99,3.84,4154.84,GCash,Cavite,Delivered
1549,2024-04-12,2312,Dates,Nuts,1023.78,1.76,1801.85,Cash on Delivery,Batangas,Cancelled
1550,2024-03-08,2116,Dried Apricot,Dried Fruits,921.72,1.09,1004.67,Credit Card,Quezon City,Delivered
1551,2024-01-06,2665,Dates,Nuts,471.55,4.35,2051.24,Cash on Delivery,Manila,Cancelled
1552,2024-04-18,2936,Dried Mango,Dried Fruits,602.45,1.24,747.04,Cash on Delivery,Quezon City,Cancelled
1553,2024-04-05,2802,Dates,Dried Fruits,302.75,4.34,1313.94,Credit Card,Cavite,Cancelled
1554,2024-04-25,2574,Dried Mango,Nuts,389.04,2.71,1054.3,Cash on Delivery,Cavite,Cancelled
1555,2024-04-03,2243,Dried Apricot,Dried Fruits,983.02,2.33,2290.44,GCash,Batangas,Cancelled
1556,2024-02-16,2536,Walnuts,Dried Fruits,915.04,4.56,4172.58,GCash,Laguna,Pending
1557,2024-04-08,2601,Raisins,Nuts,793.49,3.22,2555.04,GCash,Batangas,Cancelled
1558,2024-02-24,2074,Cashews,Dried Fruits,1095.73,3.09,3385.81,GCash,Quezon City,Pending
1559,2024-02-09,2805,Pistachios,Dried Fruits,783.27,3.01,2357.64,Cash on Delivery,Manila,Cancelled
1560,2024-02-21,2385,Cashews,Dried Fruits,666.97,2.17,1447.32,Cash on Delivery,Batangas,Pending
1561,2024-01-16,2902,Walnuts,Nuts,540.37,4.04,2183.09,Credit Card,Laguna,Pending
1562,2024-01-13,2209,Pistachios,Nuts,1140.45,1.64,1870.34,Cash on Delivery,Batangas,Delivered
1563,2024-04-23,2474,Dates,Dried Fruits,282.72,4.73,1337.27,Cash on Delivery,Cavite,Cancelled
1564,2024-04-15,2417,Dried Apricot,Nuts,1130.89,4.52,5111.62,Cash on Delivery,Quezon City,Delivered
1565,2024-01-30,2346,Dried Apricot,Dried Fruits,1026.71,2.02,2073.95,Credit Card,Quezon City,Delivered
1566,2024-01-19,2528,Almonds,Dried Fruits,329.93,3.78,1247.14,GCash,Quezon City,Cancelled
1567,2024-01-17,2639,Walnuts,Dried Fruits,764.98,3.08,2356.14,Cash on Delivery,Quezon City,Delivered
1568,2024-04-29,2938,Walnuts,Dried Fruits,1066.55,2.02,2154.43,Credit Card,Quezon City,Cancelled
1569,2024-03-03,2954,Raisins,Dried Fruits,771.81,4.95,3820.46,Credit Card,Quezon City,Delivered
1570,2024-01-19,2875,Cashews,Nuts,1107.2,0.61,675.39,Credit Card,Manila,Cancelled
1571,2024-04-01,2762,Walnuts,Dried Fruits,1142.98,1.64,1874.49,GCash,Laguna,Cancelled
1572,2024-02-27,2178,Walnuts,Nuts,622.38,2.84,1767.56,Cash on Delivery,Quezon City,Cancelled
1573,2024-02-24,2181,Dates,Nuts,577.31,2.85,1645.33,Credit Card,Laguna,Pending
1574,2024-03-30,2663,Dates,Dried Fruits,1136.32,3.15,3579.41,GCash,Quezon City,Delivered
1575,2024-04-10,2024,Pistachios,Dried Fruits,875.14,3.88,3395.54,Credit Card,Batangas,Pending
1576,2024-03-30,2966,Dried Mango,Nuts,316.02,3.31,1046.03,Credit Card,Quezon City,Delivered
1577,2024-04-26,2179,Dried Mango,Nuts,242.29,3.2,775.33,Credit Card,Cavite,Delivered
1578,2024-03-02,2709,Almonds,Nuts,764.63,0.74,565.83,Credit Card,Manila,Delivered
1579,2024-01-23,2500,Dried Mango,Dried Fruits,1130.17,2.19,2475.07,Credit Card,Batangas,Pending
1580,2024-01-09,2855,Raisins,Nuts,1044.25,1.54,1608.14,GCash,Batangas,Delivered
1581,2024-01-12,2160,Almonds,Dried Fruits,875.85,1.69,1480.19,Cash on Delivery,Cavite,Pending
1582,2024-04-26,2176,Pistachios,Dried Fruits,339.12,2.99,1013.97,Cash on Delivery,Quezon City,Cancelled
1583,2024-01-01,2284,Dates,Dried Fruits,454.23,1.4,635.92,Cash on Delivery,Manila,Delivered
1584,2024-02-27,2062,Dried Mango,Nuts,1075.51,1.82,1957.43,Cash on Delivery,Batangas,Delivered
1585,2024-01-01,2661,Cashews,Dried Fruits,382.81,1.57,601.01,GCash,Manila,Cancelled
1586,2024-04-20,2665,Dates,Dried Fruits,478.44,4.77,2282.16,GCash,Batangas,Cancelled
1587,2024-02-03,2155,Dried Apricot,Dried Fruits,329.6,4.75,1565.6,GCash,Quezon City,Delivered
1588,2024-04-05,2881,Raisins,Dried Fruits,876.11,3.24,2838.6,Credit Card,Batangas,Cancelled
1589,2024-04-27,2468,Dates,Dried Fruits,1143.98,4.66,5330.95,Credit Card,Batangas,Pending
1590,2024-02-17,2048,Raisins,Nuts,468.97,4.04,1894.64,Credit Card,Laguna,Pending
1591,2024-03-29,2966,Raisins,Dried Fruits,675.41,3.15,2127.54,Cash on Delivery,Quezon City,Delivered
1592,2024-04-13,2848,Raisins,Dried Fruits,834.34,0.53,442.2,Credit Card,Cavite,Pending
1593,2024-04-18,2083,Pistachios,Nuts,1199.47,3.98,4773.89,Cash on Delivery,Cavite,Pending
1594,2024-04-26,2360,Raisins,Dried Fruits,304.81,3.66,1115.6,Credit Card,Quezon City,Delivered
1595,2024-01-01,2688,Raisins,Nuts,698.57,3.27,2284.32,Cash on Delivery,Cavite,Cancelled
1596,2024-01-16,2147,Dried Apricot,Dried Fruits,585.12,3.92,2293.67,Credit Card,Quezon City,Delivered
1597,2024-03-01,2629,Cashews,Nuts,1065.82,2.81,2994.95,Credit Card,Cavite,Pending
1598,2024-04-12,2341,Almonds,Nuts,675.97,3.67,2480.81,GCash,Laguna,Delivered
1599,2024-03-04,2475,Walnuts,Dried Fruits,310.98,4.71,1464.72,Credit Card,Cavite,Delivered
1600,2024-03-03,2062,Dried Apricot,Dried Fruits,834.42,2.19,1827.38,Credit Card,Batangas,Pending
1601,2024-03-09,2700,Almonds,Dried Fruits,970.78,3.69,3582.18,GCash,Quezon City,Pending
1602,2024-01-22,2359,Raisins,Nuts,202.88,2.64,535.6,Cash on Delivery,Manila,Delivered
1603,2024-04-02,2560,Cashews,Nuts,1058.96,3.53,3738.13,GCash,Manila,Pending
1604,2024-04-28,2326,Dates,Nuts,386.02,3.93,1517.06,GCash,Quezon City,Pending
1605,2024-03-07,2768,Cashews,Dried Fruits,752.07,0.7,526.45,Cash on Delivery,Laguna,Pending
1606,2024-03-16,2735,Dried Apricot,Nuts,615.8,3.41,2099.88,Credit Card,Cavite,Pending
1607,2024-01-26,2140,Raisins,Nuts,919.65,1.52,1397.87,Cash on Delivery,Laguna,Pending
1608,2024-01-16,2989,Cashews,Dried Fruits,571.16,3.52,2010.48,Credit Card,Manila,Pending
1609,2024-02-20,2214,Dried Mango,Nuts,1069.76,2.61,2792.07,Credit Card,Quezon City,Cancelled
1610,2024-04-10,2434,Cashews,Nuts,930.5,3.98,3703.39,Cash on Delivery,Quezon City,Delivered
1611,2024-03-26,2890,Raisins,Dried Fruits,847.71,1.06,898.57,GCash,Laguna,Pending
1612,2024-02-26,2951,Pistachios,Nuts,996.24,3.32,3307.52,Cash on Delivery,Laguna,Delivered
1613,2024-01-29,2722,Dried Mango,Dried Fruits,954.02,1.75,1669.54,Credit Card,Cavite,Cancelled
1614,2024-03-18,2317,Cashews,Dried Fruits,235.94,4.34,1023.98,Cash on Delivery,Batangas,Pending
1615,2024-04-01,2031,Walnuts,Dried Fruits,594.73,4.68,2783.34,Cash on Delivery,Batangas,Delivered
1616,2024-03-09,2669,Walnuts,Dried Fruits,1130.81,4.98,5631.43,Credit Card,Cavite,Pending
1617,2024-02-16,2284,Cashews,Dried Fruits,325.72,4.08,1328.94,GCash,Batangas,Pending
1618,2024-04-22,2304,Pistachios,Nuts,937.1,3.89,3645.32,Cash on Delivery,Manila,Pending
1619,2024-04-03,2428,Dates,Nuts,1174.59,1.47,1726.65,Credit Card,Batangas,Pending
1620,2024-04-19,2476,Raisins,Dried Fruits,252.2,2.01,506.92,Credit Card,Cavite,Pending
1621,2024-03-02,2285,Walnuts,Dried Fruits,882.19,2.6,2293.69,Cash on Delivery,Batangas,Pending
1622,2024-04-25,2143,Dates,Nuts,668.15,3.98,2659.24,GCash,Quezon City,Pending
1623,2024-03-09,2423,Cashews,Dried Fruits,779.18,4.62,3599.81,Cash on Delivery,Laguna,Cancelled
1624,2024-03-16,2018,Dried Apricot,Dried Fruits,285.34,1.35,385.21,GCash,Manila,Cancelled
1625,2024-01-16,2017,Dates,Dried Fruits,243.01,4.65,1130.0,GCash,Quezon City,Pending
1626,2024-03-30,2768,Dried Mango,Nuts,866.87,3.63,3146.74,GCash,Quezon City,Pending
1627,2024-03-30,2589,Almonds,Nuts,1023.31,3.25,3325.76,GCash,Cavite,Cancelled
1628,2024-02-17,2370,Walnuts,Dried Fruits,982.02,1.4,1374.83,Cash on Delivery,Laguna,Cancelled
1629,2024-03-25,2174,Cashews,Dried Fruits,743.81,0.75,557.86,Credit Card,Laguna,Cancelled
1630,2024-02-08,2193,Dried Apricot,Nuts,299.87,3.06,917.6,Credit Card,Manila,Pending
1631,2024-04-09,2501,Raisins,Nuts,888.04,3.43,3045.98,Credit Card,Cavite,Delivered
1632,2024-02-02,2987,Dried Apricot,Dried Fruits,441.89,1.45,640.74,Credit Card,Manila,Delivered
1633,2024-04-03,2112,Pistachios,Dried Fruits,1111.07,3.0,3333.21,Credit Card,Batangas,Delivered
1634,2024-04-10,2113,Dried Mango,Nuts,1038.27,4.35,4516.47,Credit Card,Quezon City,Delivered
1635,2024-01-23,2221,Cashews,Nuts,909.38,4.26,3873.96,Cash on Delivery,Manila,Pending
1636,2024-01-10,2677,Raisins,Nuts,1148.85,4.67,5365.13,GCash,Quezon City,Delivered
1637,2024-04-27,2946,Pistachios,Dried Fruits,231.42,2.15,497.55,Credit Card,Cavite,Cancelled
1638,2024-03-09,2830,Pistachios,Nuts,936.2,1.93,1806.87,Cash on Delivery,Batangas,Cancelled
1639,2024-04-09,2643,Cashews,Dried Fruits,530.24,3.87,2052.03,Credit Card,Cavite,Delivered
1640,2024-02-03,2896,Dried Mango,Nuts,1106.07,2.44,2698.81,Credit Card,Batangas,Cancelled
1641,2024-02-21,2263,Dates,Nuts,466.68,0.89,415.35,GCash,Batangas,Pending
1642,2024-04-04,2924,Dates,Nuts,924.86,1.77,1637.0,GCash,Quezon City,Delivered
1643,2024-01-10,2054,Pistachios,Nuts,1077.65,2.38,2564.81,GCash,Cavite,Delivered
1644,2024-01-19,2870,Dates,Dried Fruits,241.66,1.82,439.82,Credit Card,Cavite,Pending
1645,2024-02-27,2642,Almonds,Dried Fruits,597.65,1.99,1189.32,Credit Card,Manila,Cancelled
1646,2024-04-05,2799,Pistachios,Nuts,962.31,1.82,1751.4,Credit Card,Cavite,Pending
1647,2024-01-01,2777,Pistachios,Dried Fruits,654.92,0.69,451.89,GCash,Manila,Pending
1648,2024-04-29,2457,Raisins,Nuts,467.25,3.37,1574.63,Cash on Delivery,Laguna,Cancelled
1649,2024-03-09,2978,Dates,Nuts,419.81,3.19,1339.19,Credit Card,Laguna,Pending
1650,2024-04-18,2877,Dried Mango,Nuts,331.52,3.44,1140.43,Credit Card,Laguna,Cancelled
1651,2024-01-04,2161,Pistachios,Nuts,1057.13,1.37,1448.27,Credit Card,Cavite,Cancelled
1652,2024-01-16,2379,Dried Apricot,Dried Fruits,775.36,1.83,1418.91,Cash on Delivery,Cavite,Pending
1653,2024-01-24,2992,Dried Mango,Nuts,276.38,3.29,909.29,Credit Card,Manila,Cancelled
1654,2024-03-20,2086,Almonds,Nuts,582.58,3.2,1864.26,Cash on Delivery,Batangas,Pending
1655,2024-04-28,2054,Raisins,Dried Fruits,567.73,2.78,1578.29,Credit Card,Manila,Cancelled
1656,2024-01-02,2475,Cashews,Nuts,381.74,2.08,794.02,Cash on Delivery,Laguna,Delivered
1657,2024-04-22,2799,Dried Mango,Nuts,635.51,4.61,2929.7,Credit Card,Manila,Cancelled
1658,2024-04-01,2177,Pistachios,Nuts,532.1,2.03,1080.16,GCash,Batangas,Cancelled
1659,2024-02-01,2390,Almonds,Dried Fruits,541.8,2.55,1381.59,GCash,Cavite,Pending
1660,2024-03-31,2348,Walnuts,Nuts,939.03,3.55,3333.56,GCash,Manila,Cancelled
1661,2024-03-24,2007,Almonds,Dried Fruits,423.26,2.94,1244.38,GCash,Laguna,Delivered
1662,2024-01-24,2832,Almonds,Nuts,841.86,2.06,1734.23,Credit Card,Laguna,Delivered
1663,2024-01-12,2312,Raisins,Nuts,770.65,2.46,1895.8,GCash,Cavite,Cancelled
1664,2024-02-19,2758,Cashews,Dried Fruits,768.09,4.08,3133.81,Cash on Delivery,Manila,Cancelled
1665,2024-02-04,2834,Walnuts,Nuts,863.01,1.75,1510.27,GCash,Batangas,Delivered
1666,2024-02-02,2983,Dates,Nuts,748.38,1.14,853.15,GCash,Cavite,Pending
1667,2024-02-02,2982,Dates,Dried Fruits,1079.26,1.91,2061.39,GCash,Manila,Delivered
1668,2024-03-01,2442,Dried Mango,Dried Fruits,875.58,4.32,3782.51,Credit Card,Quezon City,Delivered
1669,2024-02-20,2766,Almonds,Dried Fruits,746.96,0.9,672.26,GCash,Laguna,Cancelled
1670,2024-02-12,2327,Dried Apricot,Dried Fruits,1029.76,4.96,5107.61,Cash on Delivery,Batangas,Cancelled
1671,2024-04-10,2053,Raisins,Dried Fruits,806.15,2.93,2362.02,GCash,Batangas,Delivered
1672,2024-01-12,2760,Dried Apricot,Nuts,491.14,4.93,2421.32,GCash,Batangas,Pending
1673,2024-03-07,2238,Raisins,Dried Fruits,407.09,4.73,1925.54,GCash,Laguna,Delivered
1674,2024-03-05,2228,Dates,Nuts,352.33,2.54,894.92,Cash on Delivery,Manila,Delivered
1675,2024-02-02,2578,Dried Mango,Nuts,1099.46,1.39,1528.25,GCash,Cavite,Pending
1676,2024-02-09,2050,Dried Mango,Nuts,910.14,1.24,1128.57,Cash on Delivery,Manila,Delivered
1677,2024-03-14,2608,Dried Mango,Dried Fruits,1137.38,1.58,1797.06,Cash on Delivery,Cavite,Delivered
1678,2024-02-12,2603,Walnuts,Dried Fruits,803.29,3.7,2972.17,GCash,Batangas,Cancelled
1679,2024-02-13,2263,Cashews,Nuts,673.4,1.73,1164.98,Cash on Delivery,Manila,Pending
1680,2024-01-29,2417,Walnuts,Dried Fruits,259.72,2.04,529.83,Credit Card,Batangas,Cancelled
1681,2024-01-13,2802,Pistachios,Dried Fruits,871.64,2.52,2196.53,GCash,Quezon City,Cancelled
1682,2024-01-12,2095,Pistachios,Dried Fruits,782.21,4.61,3605.99,GCash,Batangas,Pending
1683,2024-04-04,2087,Dried Apricot,Dried Fruits,1190.21,1.35,1606.78,Cash on Delivery,Batangas,Pending
1684,2024-02-15,2077,Cashews,Nuts,439.16,0.52,228.36,Cash on Delivery,Cavite,Delivered
1685,2024-01-02,2287,Dates,Nuts,730.74,0.77,562.67,GCash,Quezon City,Cancelled
1686,2024-04-24,2119,Cashews,Dried Fruits,850.96,4.57,3888.89,Credit Card,Batangas,Pending
1687,2024-04-23,2813,Raisins,Nuts,844.59,3.41,2880.05,Cash on Delivery,Batangas,Cancelled
1688,2024-02-04,2490,Pistachios,Dried Fruits,761.29,1.73,1317.03,Cash on Delivery,Quezon City,Cancelled
1689,2024-03-27,2911,Almonds,Dried Fruits,976.93,1.3,1270.01,Credit Card,Quezon City,Pending
1690,2024-03-21,2451,Almonds,Nuts,404.98,1.82,737.06,Credit Card,Manila,Delivered
1691,2024-03-30,2499,Dates,Nuts,925.63,1.02,944.14,GCash,Cavite,Cancelled
1692,2024-01-08,2164,Raisins,Nuts,819.73,4.74,3885.52,Credit Card,Quezon City,Pending
1693,2024-04-02,2181,Dried Apricot,Dried Fruits,1096.08,4.03,4417.2,GCash,Quezon City,Delivered
1694,2024-01-26,2468,Walnuts,Nuts,1047.19,2.58,2701.75,Credit Card,Laguna,Cancelled
1695,2024-03-14,2909,Raisins,Dried Fruits,515.15,4.39,2261.51,Cash on Delivery,Quezon City,Pending
1696,2024-03-30,2734,Almonds,Nuts,476.24,1.62,771.51,GCash,Cavite,Cancelled
1697,2024-02-03,2822,Almonds,Nuts,1181.65,3.73,4407.55,GCash,Batangas,Pending
1698,2024-04-24,2943,Dried Apricot,Dried Fruits,727.27,4.35,3163.62,GCash,Batangas,Pending
1699,2024-04-14,2977,Pistachios,Dried Fruits,1106.42,2.11,2334.55,Credit Card,Batangas,Cancelled
1700,2024-01-07,2006,Raisins,Dried Fruits,363.88,3.91,1422.77,Cash on Delivery,Batangas,Cancelled
1701,2024-03-08,2329,Raisins,Dried Fruits,842.82,1.83,1542.36,GCash,Laguna,Pending
1702,2024-02-27,2774,Almonds,Dried Fruits,1009.86,1.84,1858.14,GCash,Quezon City,Delivered
1703,2024-04-26,2672,Walnuts,Dried Fruits,1147.4,0.98,1124.45,GCash,Batangas,Cancelled
1704,2024-04-23,2150,Dates,Dried Fruits,537.34,2.48,1332.6,GCash,Manila,Pending
1705,2024-04-18,2084,Dried Mango,Dried Fruits,924.98,3.78,3496.42,Cash on Delivery,Batangas,Pending
1706,2024-03-15,2146,Dates,Nuts,738.81,4.73,3494.57,Credit Card,Quezon City,Delivered
1707,2024-01-29,2623,Raisins,Dried Fruits,260.63,3.22,839.23,Cash on Delivery,Batangas,Delivered
1708,2024-04-29,2380,Dates,Dried Fruits,890.0,4.38,3898.2,GCash,Laguna,Delivered
1709,2024-02-05,2914,Almonds,Nuts,890.1,4.2,3738.42,Cash on Delivery,Cavite,Cancelled
1710,2024-03-29,2547,Almonds,Dried Fruits,1130.61,1.28,1447.18,GCash,Cavite,Pending
1711,2024-01-21,2284,Dried Apricot,Nuts,697.31,2.69,1875.76,Credit Card,Quezon City,Pending
1712,2024-02-05,2699,Raisins,Nuts,430.25,1.03,443.16,Credit Card,Cavite,Pending
1713,2024-01-10,2081,Dried Apricot,Dried Fruits,244.56,3.57,873.08,Credit Card,Cavite,Delivered
1714,2024-04-10,2513,Raisins,Nuts,615.64,4.77,2936.6,GCash,Manila,Pending
1715,2024-03-13,2896,Dried Mango,Dried Fruits,501.92,1.12,562.15,Cash on Delivery,Quezon City,Cancelled
1716,2024-01-24,2814,Dried Mango,Nuts,961.09,3.8,3652.14,Credit Card,Quezon City,Delivered
1717,2024-03-04,2708,Pistachios,Nuts,554.27,3.35,1856.8,GCash,Cavite,Delivered
1718,2024-04-08,2915,Raisins,Nuts,1149.07,3.13,3596.59,GCash,Cavite,Delivered
1719,2024-02-18,2522,Walnuts,Dried Fruits,1162.31,2.26,2626.82,Cash on Delivery,Cavite,Delivered
1720,2024-04-08,2745,Dates,Dried Fruits,820.91,2.1,1723.91,Credit Card,Laguna,Cancelled
1721,2024-04-21,2385,Raisins,Nuts,1128.66,0.7,790.06,GCash,Batangas,Pending
1722,2024-02-05,2706,Cashews,Nuts,960.85,1.48,1422.06,Cash on Delivery,Laguna,Cancelled
1723,2024-03-22,2470,Pistachios,Dried Fruits,746.86,0.57,425.71,Credit Card,Quezon City,Pending
1724,2024-04-22,2118,Cashews,Dried Fruits,380.31,3.12,1186.57,Cash on Delivery,Manila,Cancelled
1725,2024-04-12,2395,Almonds,Nuts,658.6,0.98,645.43,Cash on Delivery,Batangas,Delivered
1726,2024-04-05,2531,Dried Mango,Nuts,760.87,4.43,3370.65,GCash,Manila,Delivered
1727,2024-01-24,2260,Dates,Dried Fruits,1063.96,2.85,3032.29,GCash,Quezon City,Cancelled
1728,2024-01-23,2804,Raisins,Dried Fruits,681.33,3.65,2486.85,GCash,Quezon City,Cancelled
1729,2024-03-02,2933,Cashews,Dried Fruits,1097.67,2.35,2579.52,Cash on Delivery,Manila,Pending
1730,2024-04-05,2255,Dates,Dried Fruits,874.35,3.02,2640.54,GCash,Manila,Cancelled
1731,2024-02-06,2733,Almonds,Dried Fruits,337.0,4.74,1597.38,Cash on Delivery,Manila,Cancelled
1732,2024-01-12,2904,Dried Mango,Nuts,1194.98,0.87,1039.63,Cash on Delivery,Quezon City,Pending
1733,2024-04-22,2225,Walnuts,Dried Fruits,727.23,1.64,1192.66,GCash,Cavite,Pending
1734,2024-02-24,2052,Pistachios,Nuts,591.86,4.01,2373.36,Credit Card,Manila,Pending
1735,2024-01-13,2939,Dates,Dried Fruits,859.11,0.94,807.56,Credit Card,Batangas,Cancelled
1736,2024-01-23,2866,Dates,Nuts,308.89,0.84,259.47,Credit Card,Quezon City,Pending
1737,2024-03-29,2499,Walnuts,Dried Fruits,836.54,2.13,1781.83,Cash on Delivery,Laguna,Delivered
1738,2024-04-08,2505,Dates,Dried Fruits,698.24,0.91,635.4,Cash on Delivery,Laguna,Delivered
1739,2024-04-14,2853,Almonds,Nuts,606.67,3.13,1898.88,Cash on Delivery,Batangas,Delivered
1740,2024-01-30,2363,Almonds,Nuts,1153.02,1.52,1752.59,GCash,Cavite,Cancelled
1741,2024-01-17,2279,Walnuts,Dried Fruits,722.54,4.53,3273.11,Cash on Delivery,Manila,Delivered
1742,2024-04-22,2592,Pistachios,Dried Fruits,419.12,4.03,1689.05,GCash,Quezon City,Cancelled
1743,2024-03-02,2713,Raisins,Dried Fruits,658.96,3.65,2405.2,GCash,Manila,Cancelled
1744,2024-03-24,2157,Cashews,Dried Fruits,1119.39,3.28,3671.6,Credit Card,Quezon City,Delivered
1745,2024-04-21,2631,Raisins,Dried Fruits,376.1,4.39,1651.08,Credit Card,Laguna,Pending
1746,2024-03-29,2058,Dates,Nuts,413.96,1.5,620.94,Credit Card,Manila,Cancelled
1747,2024-03-26,2726,Cashews,Nuts,213.03,4.43,943.72,GCash,Batangas,Delivered
1748,2024-01-13,2127,Dried Apricot,Dried Fruits,214.19,4.05,867.47,GCash,Cavite,Cancelled
1749,2024-02-28,2735,Walnuts,Nuts,1029.39,3.87,3983.74,GCash,Batangas,Pending
1750,2024-01-19,2720,Walnuts,Nuts,932.12,3.03,2824.32,Cash on Delivery,Cavite,Pending
1751,2024-02-18,2881,Pistachios,Nuts,555.04,1.61,893.61,GCash,Manila,Delivered
1752,2024-04-09,2114,Cashews,Dried Fruits,898.31,2.41,2164.93,Credit Card,Manila,Cancelled
1753,2024-01-12,2208,Almonds,Nuts,595.21,4.07,2422.5,Credit Card,Cavite,Cancelled
1754,2024-03-01,2525,Cashews,Dried Fruits,1152.9,0.64,737.86,GCash,Laguna,Cancelled
1755,2024-04-14,2520,Dates,Nuts,1167.05,4.02,4691.54,GCash,Quezon City,Cancelled
1756,2024-01-19,2551,Almonds,Dried Fruits,592.79,1.58,936.61,Credit Card,Batangas,Delivered
1757,2024-03-16,2961,Dried Mango,Nuts,1054.22,1.15,1212.35,GCash,Batangas,Pending
1758,2024-01-09,2236,Dried Mango,Dried Fruits,973.09,1.02,992.55,Credit Card,Batangas,Delivered
1759,2024-03-11,2280,Dried Apricot,Dried Fruits,510.0,0.62,316.2,Cash on Delivery,Manila,Cancelled
1760,2024-01-28,2358,Dried Mango,Nuts,432.04,2.86,1235.63,Credit Card,Batangas,Cancelled
1761,2024-03-18,2200,Walnuts,Dried Fruits,658.23,1.48,974.18,Cash on Delivery,Quezon City,Pending
1762,2024-04-04,2757,Cashews,Dried Fruits,981.35,4.95,4857.68,GCash,Quezon City,Cancelled
1763,2024-02-21,2277,Dried Mango,Dried Fruits,1160.17,3.08,3573.32,GCash,Cavite,Delivered
1764,2024-03-23,2234,Raisins,Dried Fruits,963.58,1.12,1079.21,Cash on Delivery,Manila,Delivered
